6.613272 1.039332
0.095333 1.102368
3.133328 1.062418
0.980328 1.003949
0.000000 1.060527
5.771278 0.028251
0.000000 0.932675
0.000001 1.055408
0.000648 1.063361
0.550361 1.005216
4.324956 0.980749
0.000000 1.015552
0.000000 1.049960
0.000463 1.101351
0.000139 0.000000
0.000000 1.092639
0.000053 1.062663
5.745967 1.068582
0.000000 1.048570
0.000000 0.927584
0.000000 1.032886
0.000000 1.049865
0.000001 1.054647
5.035245 1.042379
0.000000 1.013160
0.000000 1.097025
4.164675 1.043531
0.000084 1.034189
0.000000 0.911070
0.001688 1.119828
1.380652 0.981673
0.000008 1.016408
3.419571 1.123044
0.000000 0.986275
0.000001 1.003188
4.649280 1.041429
6.472231 1.041012
0.000000 1.183466
0.000000 1.076035
0.000000 1.070012
0.000097 0.924851
0.000470 1.014405
0.000000 1.031007
0.000000 0.953812
0.000000 1.082934
0.062922 1.028476
0.000176 0.121417
0.000000 1.093200
2.971400 1.050485
0.448973 1.028472
0.000000 0.006728
0.000000 0.687942
0.077086 1.554315
0.199004 1.034915
1.398037 1.048149
0.327368 1.006645
0.558276 1.008028
0.074630 1.099477
0.000695 1.037525
0.000395 1.013301
6.646982 1.047741
5.306948 1.038913
0.001730 1.858740
2.656066 1.172894
0.460584 1.006118
5.402777 1.139944
0.000000 1.013309
0.000115 0.000000
0.000000 1.008966
0.370611 1.157294
0.000000 0.827153
0.004162 1.050951
6.648166 1.085063
5.088155 1.016852
0.000000 1.100779
0.000000 0.282656
5.804986 1.094999
0.000000 1.161638
0.068339 1.028791
0.134683 1.020957
0.000000 1.062838
0.089400 1.178120
0.000017 1.199546
0.024921 1.066029
0.000000 1.077484
0.000000 1.067022
3.774545 1.031311
0.000025 1.159575
0.262128 1.039905
0.000038 1.032345
0.000000 1.067176
0.026551 0.989791
0.352299 1.084069
4.152219 1.080240
0.000000 1.192093
0.000000 1.050454
0.000000 1.042907
0.000000 0.985833
0.000000 1.050867
2.845642 1.042856
4.771014 0.810758
0.000094 1.031019
6.214559 1.060132
3.005566 1.116928
0.005080 1.026713
0.000000 1.175467
0.090039 1.031541
0.033154 1.003613
0.355002 0.763367
0.056391 1.059083
0.001675 1.024381
0.069422 1.057838
0.000000 1.044823
6.579143 1.068259
0.000000 1.006436
0.019594 1.030917
5.952769 1.307236
0.003811 1.049046
0.000000 1.024315
0.002778 0.567960
0.000177 1.021171
0.000548 1.833595
0.000000 1.082887
0.846015 1.175848
0.015261 1.098068
0.000000 1.045461
0.052946 1.567631
0.000000 1.184622
0.000000 1.176276
0.537149 1.002412
0.000000 0.981878
5.775337 1.037641
0.000000 1.037951
0.000000 1.008977
0.000000 1.525138
0.000053 1.050346
0.011335 0.869065
0.000000 1.004762
3.044644 1.036960
0.000000 1.079470
0.029319 0.981682
0.000000 1.074874
5.824763 1.045922
0.000173 0.630582
0.000000 1.065305
6.182948 1.102560
0.000000 1.008936
0.000000 0.664058
0.000063 1.048573
0.000000 1.042295
0.472659 1.011519
0.077739 1.081446
0.502762 0.857167
0.008619 1.031316
0.073455 0.978772
1.871469 1.047350
0.015403 1.042453
0.000062 1.098403
4.886356 1.187457
0.000000 0.767292
6.620331 1.212203
0.000000 1.033788
0.000000 1.067946
4.578436 1.060877
0.000000 1.017378
0.000000 1.050665
0.006445 1.123998
0.458920 1.044286
0.008586 1.009060
0.737923 0.480952
5.499015 1.030545
0.002386 1.026642
0.329020 1.098676
0.001115 1.030208
0.000000 0.954287
6.313379 1.078533
0.685322 0.000000
6.624865 1.040392
0.013702 1.330297
0.000028 1.212886
0.001735 1.043455
0.000000 1.048303
5.348086 1.031314
0.350279 1.033992
0.000000 1.053807
0.000000 1.043681
2.185904 1.457412
0.581448 0.849186
0.000276 0.004612
0.001283 1.018107
0.001557 1.046565
0.192018 1.275362
0.000000 1.052581
0.000000 1.091434
0.008950 1.042023
0.595117 0.589967
0.000000 1.111374
0.000000 1.024786
0.000000 0.000907
0.000000 1.040653
0.000000 1.022427
6.638227 0.972101
0.000000 1.041783
0.000000 1.020026
1.189852 1.067869
0.001383 1.077727
6.408418 1.065337
0.000000 1.014859
0.083379 1.053186
0.004899 1.082035
0.000000 1.149994
0.210904 1.339967
0.000211 0.996617
0.000000 1.092550
0.118109 1.056894
6.552328 1.055951
0.701521 1.070152
2.077013 0.984027
0.010611 1.033284
0.000000 1.058528
0.000000 1.020808
2.020339 1.055395
0.000000 1.183577
0.000000 1.032661
0.000000 1.008522
0.000174 1.032027
0.000000 1.039801
0.000000 1.010382
0.000000 1.065767
0.051023 0.657147
0.000000 1.053133
0.000000 1.023560
0.000010 0.667262
4.753358 0.983674
0.000000 1.032333
0.618557 1.039920
0.000000 0.000000
0.000082 1.127632
0.000000 1.005473
0.000000 1.130409
0.000000 1.008341
2.378168 0.874112
0.000000 0.000000
1.326910 1.834911
0.318126 1.237544
5.616637 1.798709
0.006679 1.060294
2.430336 1.051550
2.716854 0.002717
2.486515 0.322217
0.000000 1.086143
2.281365 1.066578
0.000000 1.042727
3.721991 0.989840
0.007510 1.034966
0.104276 1.102928
6.595866 1.132537
0.007007 0.004975
0.000000 1.001783
0.000000 1.135308
0.287844 0.974339
0.000035 0.000000
0.007859 1.024611
0.010843 1.075753
0.000000 1.036766
0.002075 0.000000
0.000000 1.103052
0.000003 1.085125
6.639767 1.002646
1.486699 0.880288
0.036349 1.097697
1.176117 1.073694
0.004829 1.061852
0.001224 1.019912
5.538934 0.984055
0.000009 0.832864
0.000001 1.069055
6.503751 1.040276
0.000000 1.144403
0.000000 1.065167
6.021497 1.023035
0.000000 1.022350
0.000000 0.996537
0.000001 0.931349
0.000000 1.066465
0.000000 1.029592
0.000000 1.059740
0.000000 0.816318
0.000000 1.103596
0.000000 1.062961
0.973819 1.037225
0.000000 0.982052
0.030302 0.988386
0.000053 1.016890
0.059739 1.017126
0.000067 1.098839
0.000000 1.063713
0.848282 1.088325
