0 10000 1.007069 3.705673 0.0003706043 0.998012 0.104128 0.0000104138 20 25.056188 1.318747 0.999819 0.000784 
1 10000 0.964355 3.562087 0.0003562443 0.997853 0.114432 0.0000114443 20 29.772905 1.566995 1.000669 0.000796 
2 10000 1.003377 3.709922 0.0003710293 0.999518 0.107716 0.0000107726 20 19.069586 1.003662 0.999732 0.000793 
3 10000 1.012620 3.785125 0.0003785504 0.999469 0.107395 0.0000107406 20 15.326364 0.806651 0.999336 0.000781 
4 10000 0.981783 3.601148 0.0003601508 1.007500 0.129272 0.0000129285 20 18.632528 0.980659 1.000679 0.000786 
5 10000 1.020720 3.792905 0.0003793284 1.002917 0.135325 0.0000135339 20 26.804299 1.410753 0.999282 0.000787 
6 10000 0.991036 3.686056 0.0003686424 1.000194 0.142311 0.0000142325 20 17.962971 0.945420 0.998079 0.000807 
7 10000 0.999307 3.737930 0.0003738304 0.998205 0.114633 0.0000114644 20 18.034899 0.949205 1.000795 0.000781 
8 10000 1.020154 3.797922 0.0003798302 0.999010 0.108882 0.0000108893 20 11.096235 0.584012 1.000993 0.000784 
9 10000 1.010288 3.763265 0.0003763642 0.997029 0.120084 0.0000120096 20 22.805323 1.200280 0.999069 0.000790 
10 10000 1.009680 3.783156 0.0003783535 0.991811 0.114433 0.0000114444 20 22.563096 1.187531 0.999725 0.000782 
11 10000 0.992913 3.658853 0.0003659219 1.002513 0.119572 0.0000119584 20 21.638338 1.138860 1.000251 0.000783 
12 10000 1.029719 3.818448 0.0003818830 1.002744 0.122935 0.0000122947 20 17.766502 0.935079 0.999702 0.000791 
13 10000 0.985962 3.677135 0.0003677502 0.998444 0.101902 0.0000101912 20 9.561802 0.503253 0.998511 0.000802 
14 10000 0.993477 3.708197 0.0003708568 1.001954 0.119505 0.0000119517 20 9.751782 0.513252 1.000900 0.000792 
15 10000 1.005357 3.713938 0.0003714309 0.995166 0.123575 0.0000123587 20 11.044711 0.581301 0.998651 0.000795 
16 10000 0.993817 3.656097 0.0003656463 1.001247 0.103795 0.0000103805 20 10.776503 0.567184 0.999844 0.000802 
17 10000 1.012332 3.748506 0.0003748881 1.008848 0.112319 0.0000112331 20 26.804767 1.410777 1.000316 0.000789 
18 10000 0.977416 3.627689 0.0003628052 0.999398 0.120131 0.0000120143 20 9.610446 0.505813 1.000458 0.000773 
19 10000 1.016197 3.750755 0.0003751131 1.001222 0.106379 0.0000106390 20 15.023229 0.790696 1.001137 0.000783 
20 10000 1.040597 3.850274 0.0003850659 0.996807 0.107527 0.0000107538 20 25.546214 1.344538 0.998995 0.000781 
21 10000 1.010332 3.771331 0.0003771708 1.003680 0.115463 0.0000115474 20 11.822376 0.622230 0.999879 0.000787 
22 10000 0.999928 3.675655 0.0003676023 0.998962 0.123562 0.0000123574 20 14.277126 0.751428 0.999203 0.000794 
23 10000 0.989172 3.659824 0.0003660190 1.005468 0.096427 0.0000096437 20 22.207844 1.168834 1.001212 0.000796 
24 10000 1.011340 3.713924 0.0003714296 1.004319 0.107298 0.0000107308 20 18.414169 0.969167 0.999874 0.000793 
25 10000 0.973669 3.599067 0.0003599426 1.003086 0.166374 0.0000166390 20 13.443841 0.707571 0.998827 0.000804 
26 10000 0.999543 3.652879 0.0003653244 1.004788 0.129323 0.0000129335 20 23.990570 1.262662 0.999502 0.000786 
27 10000 1.016668 3.776647 0.0003777025 0.997832 0.105178 0.0000105189 20 11.560990 0.608473 0.997994 0.000794 
28 10000 0.996470 3.707867 0.0003708238 0.996093 0.108452 0.0000108463 20 24.639463 1.296814 0.999286 0.000793 
29 10000 1.002157 3.689887 0.0003690256 1.001717 0.113685 0.0000113696 20 25.148121 1.323585 0.999216 0.000784 
30 10000 0.983427 3.645602 0.0003645967 0.998107 0.114137 0.0000114148 20 11.156349 0.587176 0.999769 0.000787 
31 10000 1.030724 3.768081 0.0003768458 0.998889 0.116321 0.0000116333 20 23.497906 1.236732 1.000524 0.000795 
32 10000 1.008137 3.723020 0.0003723392 1.000882 0.118371 0.0000118383 20 23.170292 1.219489 0.999292 0.000795 
33 10000 0.971078 3.597946 0.0003598305 0.996183 0.146271 0.0000146285 20 15.506787 0.816147 0.999524 0.000789 
34 10000 0.989580 3.682559 0.0003682928 1.005173 0.119320 0.0000119332 20 25.632337 1.349070 1.000983 0.000797 
35 10000 0.984802 3.641034 0.0003641398 1.000064 0.096077 0.0000096087 20 17.994432 0.947075 1.001954 0.000776 
36 10000 1.025473 3.800380 0.0003800760 0.996029 0.131761 0.0000131774 20 8.010923 0.421628 0.999582 0.000808 
37 10000 1.007815 3.765224 0.0003765600 1.001133 0.156139 0.0000156155 20 10.530509 0.554237 1.000882 0.000784 
38 10000 1.027359 3.804596 0.0003804976 0.999312 0.113584 0.0000113595 20 28.454555 1.497608 0.998953 0.000791 
39 10000 0.981791 3.669875 0.0003670242 0.998369 0.114082 0.0000114093 20 15.451841 0.813255 0.998537 0.000791 
40 10000 0.999727 3.701199 0.0003701569 0.999116 0.106467 0.0000106477 20 11.853490 0.623868 0.999581 0.000786 
41 10000 0.985131 3.604448 0.0003604808 0.997743 0.172749 0.0000172767 20 12.354086 0.650215 0.998945 0.000794 
42 10000 1.013812 3.714619 0.0003714991 0.993236 0.127778 0.0000127791 20 17.718928 0.932575 0.998064 0.000805 
43 10000 1.009710 3.779741 0.0003780119 1.000189 0.121384 0.0000121396 20 17.767909 0.935153 0.999298 0.000783 
44 10000 0.996596 3.687720 0.0003688089 0.999763 0.102752 0.0000102762 20 9.423872 0.495993 0.999879 0.000789 
45 10000 0.969936 3.552419 0.0003552775 1.002515 0.118893 0.0000118905 20 18.091495 0.952184 1.000235 0.000789 
46 10000 1.009713 3.720884 0.0003721256 0.999896 0.115630 0.0000115641 20 19.395560 1.020819 0.999988 0.000789 
47 10000 0.987217 3.633191 0.0003633555 1.003257 0.141833 0.0000141847 20 28.506931 1.500365 1.000353 0.000778 
48 10000 0.980939 3.602910 0.0003603271 0.999187 0.119879 0.0000119891 20 14.966059 0.787687 0.998752 0.000801 
